Rank,Rating,Title,Ratings,Variance,Confidences,URL’s,Review Title,Review Text,Decision,Area Chair’s Comment
1428,2.69,HAPPIER: Hierarchical Polyphonic Music Generative RNN,"2,3,3",0.47,"4,4,5",https://openreview.net/forum?id=SJx5kn0cK7,,,,
1429,2.67,"A bird's eye view on coherence, and a worm's eye view on cohesion","2,2,4",0.94,"4,4,4",https://openreview.net/forum?id=r1gkAoA5FQ,,,,
1430,2.64,Decoupling Gating from Linearity,"3,2,3",0.47,"4,5,5",https://openreview.net/forum?id=SJGyFiRqK7,,,,
1431,2.62,Multiple Encoder-Decoders Net for Lane Detection,"2,2,4",0.94,"4,5,4",https://openreview.net/forum?id=SJgiNo0cKX,,,,
1432,2.62,Exponentially Decaying Flows for Optimization in Deep Learning,"3,3,2",0.47,"5,3,5",https://openreview.net/forum?id=rJe-LiA5YX,,,,
1433,2.62,Faster Training by Selecting Samples Using Embeddings,"3,3,2",0.47,"5,3,5",https://openreview.net/forum?id=SklR_iCcYm,,,,
1434,2.58,End-to-End Learning of Video Compression Using Spatio-Temporal Autoencoders,"3,3,2",0.47,"3,4,5",https://openreview.net/forum?id=HyllasActm,,,,
1435,2.58,Weak contraction mapping and optimization,"3,1,4",1.25,"2,5,5",https://openreview.net/forum?id=SygJSiA5YQ,,,,
1436,2.57,A Solution to China Competitive Poker Using Deep Learning,"3,2",0.5,"4,3",https://openreview.net/forum?id=rJzoujRct7,,,,
1437,2.55,Learning Goal-Conditioned Value Functions with one-step Path rewards rather than Goal-Rewards,"4,1,3",1.25,"3,4,4",https://openreview.net/forum?id=BkesGnCcFX,,,,
1438,2.55,Explaining Adversarial Examples with Knowledge Representation,"3,3,2",0.47,"4,2,5",https://openreview.net/forum?id=BylRVjC9K7,,,,
1439,2.54,Psychophysical vs. learnt texture representations in novelty detection,"3,3,3,1",0.87,"3,3,4,3",https://openreview.net/forum?id=BJEOOsCqKm,,,,
1440,2.5,"VARIATIONAL SGD: DROPOUT , GENERALIZATION AND CRITICAL POINT AT THE END OF CONVEXITY","4,2,2",0.94,"3,4,5",https://openreview.net/forum?id=r1ztwiCcYQ,,,,
1441,2.36,Deli-Fisher GAN: Stable and Efficient Image Generation With Structured Latent Generative Space,"2,2,3",0.47,"4,5,5",https://openreview.net/forum?id=HyMuaiAqY7,,,,
1442,2.33,Training Variational Auto Encoders with Discrete Latent Representations using Importance Sampling,"3,1,3",0.94,"5,5,5",https://openreview.net/forum?id=SkNSOjR9Y7,,,,
1443,2.3,Hierarchical Deep Reinforcement Learning Agent with Counter Self-play on Competitive Games,"3,2,2",0.47,"3,4,3",https://openreview.net/forum?id=HJz6QhR9YQ,,,,
1444,2.29,VECTORIZATION METHODS IN RECOMMENDER SYSTEM,"2,2,3",0.47,"5,5,4",https://openreview.net/forum?id=HylJtiRqYQ,,,,
1445,2.23,Pixel Chem: A Representation for Predicting Material Properties with Neural Network,"3,1,3",0.94,"3,5,5",https://openreview.net/forum?id=SkxYOiCqKX,,,,
1446,2.23,A Synaptic Neural Network and Synapse Learning,"2,3,2,2",0.43,"4,3,3,3",https://openreview.net/forum?id=ryGpEiAcFQ,,,,
1447,2.14,Advanced Neuroevolution: A gradient-free algorithm to train Deep Neural Networks,"1,1,5",1.89,"5,5,4",https://openreview.net/forum?id=r1g5Gh05KQ,,,,
1448,1.96,Hierarchical Bayesian Modeling for Clustering Sparse Sequences in the Context of Group Profiling,"2,2,3,1,2",0.63,"5,5,4,5,4",https://openreview.net/forum?id=SyerAiCqt7,,,,
1449,1.5,Object detection deep learning networks for Optical Character Recognition,"1,2,1,2",0.5,"5,5,5,5",https://openreview.net/forum?id=S1ej8o05tm,,,,
